,id,publish_date,sold_date,days_to_sell
6578,41438,2016-05-10,2016-08-13,95
6579,41439,2016-05-10,2016-05-26,16
6580,41440,2016-05-10,2016-06-30,51
6581,41441,2016-05-10,2016-06-05,26
6582,41442,2016-05-10,2016-05-24,14
6583,41443,2016-05-10,2016-05-17,7
6584,41444,2016-05-10,2016-05-25,15
6585,41448,2016-05-10,2016-05-19,9
6586,41453,2016-05-10,2016-07-05,56
6587,41454,2016-05-10,2016-05-27,17
6588,41455,2016-05-10,2016-05-20,10
6589,41456,2016-05-10,2016-05-28,18
6590,41459,2016-05-10,2016-05-20,10
6591,41460,2016-05-10,2016-06-03,24
6592,41462,2016-05-10,2016-05-25,15
6593,41470,2016-05-10,2016-05-19,9
6594,41471,2016-05-10,2016-05-28,18
6595,41472,2016-05-10,2016-05-20,10
6596,41479,2016-05-10,2016-05-20,10
6597,41480,2016-05-10,2016-05-16,6
6598,41481,2016-05-10,2016-05-27,17
6599,41482,2016-05-10,2016-05-28,18
6600,41483,2016-05-10,2016-05-13,3
6601,41484,2016-05-10,2016-06-03,24
6602,41485,2016-05-10,2016-05-18,8
6603,41498,2016-05-10,2016-07-20,71
6604,41501,2016-05-10,2016-05-21,11
6605,41502,2016-05-10,2016-05-13,3
6606,41503,2016-05-10,2016-06-16,37
6607,41504,2016-05-10,2016-06-02,23
6608,41506,2016-05-10,2016-05-14,4
6609,41508,2016-05-10,2016-05-19,9
6610,41514,2016-05-10,2016-05-19,9
6611,41516,2016-05-10,2016-05-29,19
6612,41524,2016-05-10,2016-05-13,3
6613,41525,2016-05-10,2016-05-14,4
6614,41526,2016-05-10,2016-05-20,10
6615,41527,2016-05-10,2016-05-24,14
6616,41528,2016-05-10,2016-05-31,21
6617,41529,2016-05-10,2016-05-13,3
6618,41530,2016-05-10,2016-05-19,9
6619,41531,2016-05-10,2016-05-13,3
6620,41532,2016-05-10,2016-05-14,4
6621,41533,2016-05-10,2016-05-24,14
6622,41534,2016-05-10,2016-05-14,4
6623,41535,2016-05-10,2016-05-22,12
6624,41536,2016-05-10,2016-05-21,11
6625,41537,2016-05-10,2016-06-23,44
6626,41538,2016-05-10,2016-05-19,9
6627,41539,2016-05-10,2016-05-25,15
6628,41540,2016-05-10,2016-05-18,8
6629,41541,2016-05-10,2016-07-09,60
6630,41542,2016-05-10,2016-05-14,4
6631,41544,2016-05-10,2016-05-21,11
6632,41547,2016-05-10,2016-05-23,13
6633,41548,2016-05-10,2016-05-21,11
6634,44320,2016-05-12,2016-05-28,16
6635,44321,2016-05-12,2016-05-26,14
6636,44322,2016-05-12,2016-05-26,14
6637,44323,2016-05-12,2016-08-13,93
6638,44324,2016-05-12,2016-05-25,13
6639,44325,2016-05-12,2016-05-19,7
6640,44326,2016-05-12,2016-05-26,14
6641,44327,2016-05-12,2016-07-15,64
6642,44328,2016-05-12,2016-07-29,78
6643,44330,2016-05-12,2016-05-18,6
6644,44331,2016-05-12,2016-05-16,4
6645,44332,2016-05-12,2016-06-17,36
6646,44335,2016-05-12,2016-06-18,37
6647,44336,2016-05-12,2016-05-27,15
6648,44338,2016-05-12,2016-05-26,14
6649,44339,2016-05-12,2016-05-20,8
6650,44341,2016-05-12,2016-05-26,14
6651,44342,2016-05-12,2016-07-30,79
6652,44343,2016-05-12,2016-08-07,87
6653,44344,2016-05-12,2016-05-21,9
6654,44345,2016-05-12,2016-06-01,20
6655,44347,2016-05-12,2016-06-10,29
6656,44348,2016-05-12,2016-05-15,3
6657,44349,2016-05-12,2016-05-30,18
6658,44354,2016-05-12,2016-05-20,8
6659,44355,2016-05-12,2016-06-12,31
6660,44356,2016-05-12,2016-05-30,18
6661,44358,2016-05-12,2016-05-20,8
6662,44359,2016-05-12,2016-06-10,29
6663,44361,2016-05-12,2016-06-05,24
6664,44364,2016-05-12,2016-05-26,14
6665,44365,2016-05-12,2016-05-27,15
6666,44375,2016-05-12,2016-06-09,28
6667,44376,2016-05-12,2016-07-09,58
6668,44379,2016-05-12,2016-08-18,98
6669,44380,2016-05-12,2016-05-24,12
6670,44383,2016-05-12,2016-05-26,14
6671,44385,2016-05-12,2016-06-10,29
6672,44386,2016-05-12,2016-05-25,13
6673,44387,2016-05-12,2016-05-25,13
6674,44388,2016-05-12,2016-06-06,25
6675,44392,2016-05-12,2016-05-27,15
6676,44394,2016-05-12,2016-08-07,87
6677,44397,2016-05-12,2016-06-09,28
6678,44398,2016-05-12,2016-05-25,13
6679,44399,2016-05-12,2016-05-27,15
6680,44400,2016-05-12,2016-06-15,34
6681,44401,2016-05-12,2016-05-20,8
6682,44418,2016-05-12,2016-05-28,16
6683,44425,2016-05-12,2016-06-09,28
6684,44436,2016-05-12,2016-06-13,32
6685,44444,2016-05-12,2016-05-26,14
6686,44451,2016-05-12,2016-06-16,35
6687,44452,2016-05-12,2016-06-09,28
6688,44453,2016-05-12,2016-06-14,33
6689,44484,2016-05-12,2016-05-19,7
6690,44487,2016-05-12,2016-06-01,20
6691,44491,2016-05-12,2016-05-20,8
6692,44498,2016-05-12,2016-06-07,26
6693,44502,2016-05-12,2016-05-22,10
6694,44505,2016-05-12,2016-05-26,14
6695,44508,2016-05-12,2016-05-29,17
6696,44514,2016-05-12,2016-05-31,19
6697,44518,2016-05-12,2016-08-19,99
6698,44519,2016-05-12,2016-05-26,14
6699,44523,2016-05-12,2016-05-27,15
6700,44531,2016-05-12,2016-06-05,24
6701,44541,2016-05-12,2016-07-21,70
6702,44545,2016-05-12,2016-07-05,54
6703,44546,2016-05-12,2016-05-31,19
6704,44553,2016-05-12,2016-07-21,70
6705,44555,2016-05-12,2016-05-20,8
6706,44556,2016-05-12,2016-06-23,42
6707,44557,2016-05-12,2016-06-09,28
6708,44568,2016-05-12,2016-05-28,16
6709,44574,2016-05-12,2016-05-21,9
6710,44583,2016-05-12,2016-05-20,8
6711,44587,2016-05-12,2016-07-21,70
6712,44589,2016-05-12,2016-05-18,6
6713,44604,2016-05-12,2016-05-28,16
6714,44622,2016-05-12,2016-05-18,6
6715,44624,2016-05-12,2016-05-25,13
6716,44626,2016-05-12,2016-07-09,58
6717,44636,2016-05-12,2016-08-19,99
6718,44637,2016-05-12,2016-06-25,44
6719,44650,2016-05-12,2016-06-01,20
6720,44658,2016-05-12,2016-05-13,1
6721,44659,2016-05-12,2016-05-20,8
6722,44664,2016-05-12,2016-05-28,16
6723,44666,2016-05-12,2016-06-15,34
6724,44667,2016-05-12,2016-05-25,13
6725,44671,2016-05-12,2016-06-03,22
6726,44672,2016-05-12,2016-05-27,15
6727,44681,2016-05-12,2016-05-26,14
6728,44682,2016-05-12,2016-05-26,14
6729,44687,2016-05-12,2016-05-26,14
6730,44688,2016-05-12,2016-05-27,15
6731,44689,2016-05-12,2016-05-20,8
6732,44694,2016-05-12,2016-08-19,99
6733,44701,2016-05-12,2016-06-02,21
6734,44706,2016-05-12,2016-06-03,22
6735,44709,2016-05-12,2016-06-18,37
6736,44711,2016-05-12,2016-05-31,19
6737,44722,2016-05-12,2016-06-10,29
6738,44725,2016-05-12,2016-05-27,15
6739,44729,2016-05-12,2016-05-17,5
6740,44731,2016-05-12,2016-05-20,8
6741,44734,2016-05-12,2016-05-28,16
6742,44737,2016-05-12,2016-06-05,24
6743,44740,2016-05-12,2016-05-24,12
6744,44741,2016-05-12,2016-05-31,19
6745,44745,2016-05-12,2016-06-03,22
6746,44746,2016-05-12,2016-05-17,5
6747,44747,2016-05-12,2016-05-28,16
6748,44748,2016-05-12,2016-05-26,14
6749,44751,2016-05-12,2016-05-18,6
6750,44754,2016-05-12,2016-06-21,40
6751,44755,2016-05-12,2016-06-18,37
6752,44756,2016-05-12,2016-05-17,5
6753,44758,2016-05-12,2016-06-07,26
6754,44759,2016-05-12,2016-05-13,1
6755,44760,2016-05-12,2016-05-26,14
6756,44767,2016-05-12,2016-06-30,49
6757,44776,2016-05-12,2016-06-07,26
6758,44785,2016-05-12,2016-06-01,20
6759,44791,2016-05-12,2016-05-27,15
6760,44797,2016-05-12,2016-05-24,12
6761,44798,2016-05-12,2016-05-18,6
6762,44800,2016-05-12,2016-05-19,7
6763,44801,2016-05-12,2016-05-25,13
6764,44802,2016-05-12,2016-06-01,20
6765,44806,2016-05-12,2016-06-18,37
6766,44813,2016-05-12,2016-06-02,21
6767,44815,2016-05-12,2016-05-20,8
6768,44820,2016-05-12,2016-05-20,8
6769,44825,2016-05-12,2016-06-10,29
6770,44827,2016-05-12,2016-05-26,14
6771,44831,2016-05-12,2016-05-29,17
6772,44832,2016-05-12,2016-05-27,15
6773,44835,2016-05-12,2016-05-26,14
6774,44837,2016-05-12,2016-05-28,16
6775,44838,2016-05-12,2016-07-02,51
6776,44844,2016-05-12,2016-06-03,22
6777,44845,2016-05-12,2016-05-27,15
6778,44849,2016-05-12,2016-05-25,13
6779,44853,2016-05-12,2016-05-19,7
6780,44856,2016-05-12,2016-06-01,20
6781,44868,2016-05-12,2016-05-13,1
6782,44870,2016-05-12,2016-06-10,29
6783,44872,2016-05-12,2016-06-15,34
6784,44899,2016-05-12,2016-05-26,14
6785,44920,2016-05-12,2016-06-10,29
6786,44923,2016-05-12,2016-05-20,8
6787,44927,2016-05-12,2016-05-18,6
6788,44939,2016-05-12,2016-05-26,14
6789,44947,2016-05-12,2016-05-25,13
6790,44949,2016-05-12,2016-05-27,15
6791,44951,2016-05-12,2016-08-10,90
6792,44975,2016-05-12,2016-07-14,63
6793,44976,2016-05-12,2016-05-27,15
6794,44978,2016-05-12,2016-05-27,15
6795,44984,2016-05-12,2016-05-22,10
6796,44985,2016-05-12,2016-06-01,20
6797,44988,2016-05-12,2016-05-18,6
6798,44992,2016-05-12,2016-05-20,8
6799,44993,2016-05-12,2016-06-11,30
6800,44994,2016-05-12,2016-05-27,15
6801,44995,2016-05-12,2016-05-31,19
6802,44996,2016-05-12,2016-07-05,54
6803,44999,2016-05-12,2016-06-02,21
6804,45000,2016-05-12,2016-05-27,15
6805,45014,2016-05-12,2016-06-21,40
6806,45017,2016-05-12,2016-07-26,75
6807,45025,2016-05-12,2016-05-28,16
6808,45036,2016-05-12,2016-05-26,14
6809,45039,2016-05-12,2016-06-14,33
6810,45042,2016-05-12,2016-06-09,28
6811,45045,2016-05-12,2016-05-28,16
6812,45058,2016-05-12,2016-05-20,8
6813,45059,2016-05-12,2016-05-27,15
6814,45061,2016-05-12,2016-05-28,16
6815,45078,2016-05-12,2016-05-17,5
6816,45080,2016-05-12,2016-05-28,16
6817,45086,2016-05-12,2016-05-27,15
6818,45092,2016-05-12,2016-07-22,71
6819,45097,2016-05-12,2016-05-13,1
6820,45098,2016-05-12,2016-05-25,13
6821,45105,2016-05-12,2016-08-19,99
6822,45108,2016-05-12,2016-05-14,2
6823,45109,2016-05-12,2016-05-27,15
6824,45111,2016-05-12,2016-05-18,6
6825,45117,2016-05-12,2016-05-20,8
6826,45121,2016-05-12,2016-06-03,22
6827,45124,2016-05-12,2016-05-27,15
6828,45126,2016-05-12,2016-06-01,20
6829,45131,2016-05-12,2016-05-28,16
6830,45134,2016-05-12,2016-07-26,75
6831,45147,2016-05-12,2016-07-26,75
6832,45148,2016-05-12,2016-07-26,75
6833,45151,2016-05-12,2016-07-26,75
6834,45152,2016-05-12,2016-07-26,75
6835,45153,2016-05-12,2016-07-26,75
6836,45155,2016-05-12,2016-07-26,75
6837,45158,2016-05-12,2016-05-17,5
6838,45159,2016-05-12,2016-07-26,75
6839,45167,2016-05-12,2016-07-26,75
6840,45170,2016-05-12,2016-07-26,75
6841,45172,2016-05-12,2016-07-26,75
6842,45173,2016-05-12,2016-05-14,2
6843,45174,2016-05-12,2016-07-26,75
6844,45175,2016-05-12,2016-07-26,75
6845,45190,2016-05-12,2016-07-26,75
6846,45192,2016-05-12,2016-07-26,75
6847,45195,2016-05-12,2016-07-26,75
6848,45196,2016-05-12,2016-07-26,75
6849,45210,2016-05-12,2016-05-16,4
6850,45220,2016-05-12,2016-05-15,3
6851,45221,2016-05-12,2016-07-26,75
6852,45225,2016-05-12,2016-05-14,2
6853,45226,2016-05-12,2016-05-14,2
6854,45228,2016-05-12,2016-08-11,91
6855,45229,2016-05-12,2016-07-26,75
6856,45230,2016-05-12,2016-05-14,2
6857,45231,2016-05-12,2016-05-12,0
6858,45232,2016-05-12,2016-07-26,75
6859,45233,2016-05-12,2016-05-28,16
6860,45235,2016-05-12,2016-05-13,1
6861,45240,2016-05-12,2016-06-05,24
6862,45241,2016-05-12,2016-05-27,15
6863,45242,2016-05-12,2016-05-26,14
6864,45243,2016-05-12,2016-05-27,15
6865,45244,2016-05-12,2016-07-09,58
6866,45249,2016-05-12,2016-05-28,16
6867,45258,2016-05-12,2016-05-26,14
6868,45259,2016-05-12,2016-05-27,15
6869,45260,2016-05-12,2016-05-26,14
6870,45262,2016-05-12,2016-05-20,8
6871,45263,2016-05-12,2016-05-26,14
6872,45264,2016-05-12,2016-06-03,22
6873,45273,2016-05-12,2016-05-26,14
6874,45278,2016-05-12,2016-05-27,15
6875,45280,2016-05-12,2016-05-26,14
6876,45281,2016-05-12,2016-05-28,16
6877,45283,2016-05-12,2016-05-20,8
6878,45284,2016-05-12,2016-05-26,14
6879,45287,2016-05-12,2016-06-01,20
6880,45290,2016-05-12,2016-06-14,33
6881,45291,2016-05-12,2016-05-27,15
6882,45293,2016-05-12,2016-05-24,12
6883,45297,2016-05-12,2016-05-26,14
6884,45304,2016-05-12,2016-05-24,12
6885,45305,2016-05-12,2016-07-20,69
6886,45307,2016-05-12,2016-05-27,15
6887,45308,2016-05-12,2016-05-30,18
6888,45312,2016-05-12,2016-05-17,5
6889,45313,2016-05-12,2016-05-27,15
6890,45314,2016-05-12,2016-05-27,15
6891,45316,2016-05-12,2016-05-19,7
6892,45317,2016-05-12,2016-05-27,15
6893,45320,2016-05-12,2016-05-27,15
6894,45321,2016-05-12,2016-05-27,15
6895,45322,2016-05-12,2016-05-20,8
6896,45324,2016-05-12,2016-08-18,98
6897,45325,2016-05-12,2016-05-28,16
6898,45340,2016-05-12,2016-05-15,3
6899,45341,2016-05-12,2016-06-14,33
6900,45344,2016-05-12,2016-06-17,36
6901,45346,2016-05-12,2016-05-31,19
6902,45347,2016-05-12,2016-05-28,16
6903,45348,2016-05-12,2016-05-27,15
6904,45350,2016-05-12,2016-05-26,14
6905,45354,2016-05-12,2016-05-25,13
6906,45355,2016-05-12,2016-06-11,30
6907,45357,2016-05-12,2016-05-28,16
6908,45364,2016-05-12,2016-07-26,75
6909,45365,2016-05-12,2016-07-26,75
6910,45366,2016-05-12,2016-07-26,75
6911,45371,2016-05-12,2016-07-26,75
6912,45379,2016-05-13,2016-06-17,35
6913,45383,2016-05-13,2016-05-21,8
6914,45391,2016-05-13,2016-07-15,63
6915,45393,2016-05-13,2016-05-15,2
6916,45396,2016-05-13,2016-06-10,28
6917,45397,2016-05-13,2016-07-12,60
6918,45398,2016-05-13,2016-05-14,1
6919,45404,2016-05-13,2016-07-01,49
6920,45407,2016-05-13,2016-06-03,21
6921,45408,2016-05-13,2016-06-14,32
6922,45413,2016-05-13,2016-06-14,32
6923,45417,2016-05-13,2016-05-25,12
6924,45419,2016-05-13,2016-05-26,13
6925,45425,2016-05-13,2016-05-28,15
6926,45426,2016-05-13,2016-06-25,43
6927,45430,2016-05-13,2016-05-31,18
6928,45433,2016-05-13,2016-05-26,13
6929,45438,2016-05-13,2016-07-23,71
6930,45439,2016-05-13,2016-05-14,1
6931,45440,2016-05-13,2016-05-28,15
6932,45442,2016-05-13,2016-05-26,13
6933,45443,2016-05-13,2016-06-05,23
6934,45444,2016-05-13,2016-06-25,43
6935,45445,2016-05-13,2016-05-27,14
6936,45453,2016-05-13,2016-05-26,13
6937,45457,2016-05-13,2016-05-27,14
6938,45466,2016-05-13,2016-06-21,39
6939,45467,2016-05-13,2016-06-05,23
6940,45468,2016-05-13,2016-05-26,13
6941,45470,2016-05-13,2016-07-01,49
6942,45475,2016-05-13,2016-05-28,15
6943,45476,2016-05-13,2016-05-30,17
6944,45477,2016-05-13,2016-06-07,25
6945,45481,2016-05-13,2016-05-28,15
6946,45483,2016-05-13,2016-05-28,15
6947,45484,2016-05-13,2016-05-28,15
6948,45486,2016-05-13,2016-08-02,81
6949,45488,2016-05-13,2016-06-16,34
6950,45496,2016-05-13,2016-05-27,14
6951,45503,2016-05-13,2016-05-20,7
6952,45510,2016-05-13,2016-05-31,18
6953,45512,2016-05-13,2016-06-11,29
6954,45513,2016-05-13,2016-05-22,9
6955,45514,2016-05-13,2016-05-25,12
6956,45516,2016-05-13,2016-06-25,43
6957,45517,2016-05-13,2016-07-08,56
6958,45518,2016-05-13,2016-07-19,67
6959,45520,2016-05-13,2016-05-27,14
6960,45525,2016-05-13,2016-05-20,7
6961,45526,2016-05-13,2016-05-27,14
6962,45537,2016-05-13,2016-07-02,50
6963,45542,2016-05-13,2016-05-27,14
6964,45557,2016-05-13,2016-05-28,15
6965,45562,2016-05-13,2016-05-31,18
6966,45563,2016-05-13,2016-05-26,13
6967,45566,2016-05-13,2016-06-05,23
6968,45568,2016-05-13,2016-05-17,4
6969,45575,2016-05-13,2016-07-19,67
6970,45578,2016-05-13,2016-05-25,12
6971,45580,2016-05-13,2016-05-26,13
6972,45585,2016-05-13,2016-07-09,57
6973,45587,2016-05-13,2016-05-27,14
6974,45591,2016-05-13,2016-05-21,8
6975,45594,2016-05-13,2016-05-27,14
6976,45597,2016-05-13,2016-05-26,13
6977,45602,2016-05-13,2016-06-05,23
6978,45611,2016-05-13,2016-07-09,57
6979,45617,2016-05-13,2016-05-21,8
6980,45619,2016-05-13,2016-05-26,13
6981,45621,2016-05-13,2016-06-11,29
6982,45622,2016-05-13,2016-06-05,23
6983,45627,2016-05-13,2016-07-09,57
6984,45628,2016-05-13,2016-05-31,18
6985,45629,2016-05-13,2016-05-26,13
6986,45637,2016-05-13,2016-06-02,20
6987,45647,2016-05-13,2016-05-25,12
6988,45649,2016-05-13,2016-06-01,19
6989,45658,2016-05-13,2016-05-27,14
6990,45659,2016-05-13,2016-05-20,7
6991,45670,2016-05-13,2016-08-06,85
6992,45692,2016-05-13,2016-05-27,14
6993,45700,2016-05-13,2016-05-27,14
6994,45701,2016-05-13,2016-06-05,23
6995,45703,2016-05-13,2016-06-07,25
6996,45708,2016-05-13,2016-05-28,15
6997,45712,2016-05-13,2016-05-28,15
6998,45715,2016-05-13,2016-06-23,41
6999,45717,2016-05-13,2016-05-26,13
7000,45719,2016-05-13,2016-05-31,18
7001,45722,2016-05-13,2016-05-31,18
7002,45723,2016-05-13,2016-07-09,57
7003,45724,2016-05-13,2016-05-26,13
7004,45726,2016-05-13,2016-05-31,18
7005,45727,2016-05-13,2016-05-25,12
7006,45731,2016-05-13,2016-05-27,14
7007,45732,2016-05-13,2016-05-28,15
7008,45734,2016-05-13,2016-05-28,15
7009,45736,2016-05-13,2016-05-25,12
7010,45737,2016-05-13,2016-06-21,39
7011,45738,2016-05-13,2016-06-14,32
7012,45748,2016-05-13,2016-06-16,34
7013,45751,2016-05-13,2016-05-17,4
7014,45755,2016-05-13,2016-06-15,33
7015,45761,2016-05-13,2016-06-09,27
7016,45766,2016-05-13,2016-06-28,46
7017,45770,2016-05-13,2016-05-27,14
7018,45776,2016-05-13,2016-05-27,14
7019,45778,2016-05-13,2016-05-26,13
7020,45779,2016-05-13,2016-05-27,14
7021,45785,2016-05-13,2016-07-05,53
7022,45796,2016-05-13,2016-05-14,1
7023,45799,2016-05-13,2016-06-08,26
7024,45800,2016-05-13,2016-06-18,36
7025,45804,2016-05-13,2016-05-27,14
7026,45809,2016-05-13,2016-05-28,15
7027,45815,2016-05-13,2016-06-05,23
7028,45825,2016-05-13,2016-05-26,13
7029,45827,2016-05-13,2016-05-28,15
7030,45829,2016-05-13,2016-05-14,1
7031,45833,2016-05-13,2016-06-14,32
7032,45840,2016-05-13,2016-05-27,14
7033,45854,2016-05-13,2016-05-19,6
7034,45856,2016-05-13,2016-05-20,7
7035,45859,2016-05-13,2016-08-20,99
7036,45861,2016-05-13,2016-06-02,20
7037,45862,2016-05-13,2016-06-02,20
7038,45863,2016-05-13,2016-06-05,23
7039,45865,2016-05-13,2016-06-02,20
7040,45869,2016-05-13,2016-06-17,35
7041,45876,2016-05-13,2016-05-20,7
7042,45880,2016-05-13,2016-05-21,8
7043,45883,2016-05-13,2016-05-28,15
7044,45890,2016-05-13,2016-05-24,11
7045,45905,2016-05-13,2016-07-02,50
7046,45922,2016-05-13,2016-05-31,18
7047,45923,2016-05-13,2016-06-02,20
7048,45927,2016-05-13,2016-05-20,7
7049,45928,2016-05-13,2016-07-09,57
7050,45930,2016-05-13,2016-05-28,15
7051,45936,2016-05-13,2016-05-18,5
7052,45940,2016-05-13,2016-06-02,20
7053,45941,2016-05-13,2016-07-04,52
7054,45942,2016-05-13,2016-05-30,17
7055,45945,2016-05-13,2016-07-01,49
7056,45948,2016-05-13,2016-05-21,8
7057,45949,2016-05-13,2016-05-31,18
7058,45953,2016-05-13,2016-05-20,7
7059,45964,2016-05-13,2016-05-27,14
7060,45966,2016-05-13,2016-05-26,13
7061,45973,2016-05-13,2016-05-25,12
7062,45975,2016-05-13,2016-05-20,7
7063,45984,2016-05-13,2016-08-11,90
7064,45990,2016-05-13,2016-05-23,10
7065,45991,2016-05-13,2016-05-26,13
7066,45993,2016-05-13,2016-06-05,23
7067,45994,2016-05-13,2016-06-05,23
7068,45996,2016-05-13,2016-05-20,7
7069,45997,2016-05-13,2016-06-05,23
7070,45998,2016-05-13,2016-06-01,19
7071,46001,2016-05-13,2016-05-28,15
7072,46004,2016-05-13,2016-05-25,12
7073,46005,2016-05-13,2016-06-18,36
7074,46011,2016-05-13,2016-05-28,15
7075,46017,2016-05-13,2016-05-25,12
7076,46021,2016-05-13,2016-05-19,6
7077,46026,2016-05-13,2016-05-27,14
7078,46060,2016-05-13,2016-06-03,21
7079,46061,2016-05-13,2016-05-28,15
7080,46071,2016-05-13,2016-06-12,30
7081,46075,2016-05-13,2016-05-20,7
7082,46081,2016-05-13,2016-05-25,12
7083,46083,2016-05-13,2016-06-07,25
7084,46084,2016-05-13,2016-06-10,28
7085,46086,2016-05-13,2016-05-26,13
7086,46098,2016-05-13,2016-05-18,5
7087,46108,2016-05-13,2016-07-26,74
7088,46116,2016-05-13,2016-05-14,1
7089,46120,2016-05-13,2016-07-26,74
7090,46121,2016-05-13,2016-05-14,1
7091,46124,2016-05-13,2016-07-26,74
7092,46126,2016-05-13,2016-07-26,74
7093,46129,2016-05-13,2016-07-26,74
7094,46132,2016-05-13,2016-07-26,74
7095,46134,2016-05-13,2016-05-15,2
7096,46135,2016-05-13,2016-07-26,74
7097,46136,2016-05-13,2016-07-26,74
7098,46137,2016-05-13,2016-07-26,74
7099,46139,2016-05-13,2016-06-03,21
7100,46141,2016-05-13,2016-05-28,15
7101,46142,2016-05-13,2016-06-19,37
7102,46143,2016-05-13,2016-05-26,13
7103,46144,2016-05-13,2016-05-27,14
7104,46148,2016-05-13,2016-07-21,69
7105,46151,2016-05-13,2016-05-19,6
7106,46153,2016-05-13,2016-05-27,14
7107,46156,2016-05-13,2016-05-27,14
7108,46158,2016-05-13,2016-05-26,13
7109,46162,2016-05-13,2016-05-31,18
7110,46170,2016-05-13,2016-06-05,23
7111,46171,2016-05-13,2016-05-26,13
7112,46172,2016-05-13,2016-05-31,18
7113,46173,2016-05-13,2016-06-23,41
7114,46174,2016-05-13,2016-06-17,35
7115,46175,2016-05-13,2016-05-27,14
7116,46176,2016-05-13,2016-06-15,33
7117,46177,2016-05-13,2016-05-21,8
7118,46178,2016-05-13,2016-06-01,19
7119,46179,2016-05-13,2016-05-28,15
7120,46181,2016-05-13,2016-06-19,37
7121,46184,2016-05-13,2016-06-05,23
7122,46185,2016-05-13,2016-05-28,15
7123,46187,2016-05-13,2016-07-12,60
7124,46188,2016-05-13,2016-06-10,28
7125,46189,2016-05-13,2016-05-21,8
7126,46190,2016-05-13,2016-05-27,14
7127,46194,2016-05-13,2016-06-17,35
7128,46196,2016-05-13,2016-05-31,18
7129,46198,2016-05-13,2016-05-28,15
7130,46199,2016-05-13,2016-05-27,14
7131,46200,2016-05-13,2016-05-20,7
7132,46201,2016-05-13,2016-05-21,8
7133,46203,2016-05-13,2016-05-27,14
7134,46207,2016-05-13,2016-06-03,21
7135,46208,2016-05-13,2016-05-27,14
7136,46211,2016-05-13,2016-05-27,14
7137,46212,2016-05-13,2016-06-05,23
7138,46214,2016-05-13,2016-05-26,13
7139,46215,2016-05-13,2016-05-18,5
7140,46216,2016-05-13,2016-06-05,23
7141,46217,2016-05-13,2016-05-24,11
7142,46221,2016-05-13,2016-05-28,15
7143,46223,2016-05-13,2016-05-26,13
7144,46224,2016-05-13,2016-06-18,36
7145,46225,2016-05-13,2016-05-27,14
7146,46229,2016-05-13,2016-05-27,14
7147,46230,2016-05-13,2016-06-01,19
7148,46231,2016-05-13,2016-06-09,27
7149,46232,2016-05-13,2016-05-27,14
7150,46236,2016-05-13,2016-06-22,40
7151,46237,2016-05-13,2016-06-14,32
7152,46238,2016-05-13,2016-05-31,18
7153,46239,2016-05-13,2016-05-28,15
7154,46240,2016-05-13,2016-07-22,70
7155,46241,2016-05-13,2016-05-29,16
7156,46242,2016-05-13,2016-05-25,12
7157,46243,2016-05-13,2016-05-31,18
7158,46245,2016-05-13,2016-05-27,14
7159,46246,2016-05-13,2016-08-02,81
7160,46248,2016-05-13,2016-05-28,15
7161,46249,2016-05-13,2016-06-11,29
7162,46250,2016-05-13,2016-08-06,85
7163,46252,2016-05-13,2016-08-11,90
7164,46253,2016-05-13,2016-06-14,32
7165,46254,2016-05-13,2016-06-09,27
7166,46255,2016-05-13,2016-06-12,30
7167,46256,2016-05-13,2016-05-24,11
7168,46257,2016-05-13,2016-05-27,14
7169,46258,2016-05-13,2016-05-28,15
7170,46260,2016-05-13,2016-05-28,15
7171,46261,2016-05-13,2016-06-25,43
7172,46262,2016-05-13,2016-06-05,23
7173,46263,2016-05-13,2016-06-05,23
7174,46264,2016-05-13,2016-05-27,14
7175,46265,2016-05-13,2016-05-28,15
7176,46266,2016-05-13,2016-06-02,20
7177,46267,2016-05-13,2016-05-27,14
7178,46268,2016-05-13,2016-05-19,6
7179,46269,2016-05-13,2016-05-20,7
7180,46270,2016-05-13,2016-05-28,15
7181,46271,2016-05-13,2016-06-02,20
7182,46272,2016-05-13,2016-06-08,26
7183,46273,2016-05-13,2016-05-27,14
7184,46274,2016-05-13,2016-05-17,4
7185,46275,2016-05-13,2016-05-26,13
7186,46276,2016-05-13,2016-05-29,16
7187,46277,2016-05-13,2016-05-27,14
7188,46279,2016-05-13,2016-05-31,18
7189,46281,2016-05-13,2016-06-06,24
7190,46282,2016-05-13,2016-05-21,8
7191,46283,2016-05-13,2016-06-09,27
7192,46284,2016-05-13,2016-05-27,14
7193,46285,2016-05-13,2016-06-18,36
7194,46286,2016-05-13,2016-06-13,31
7195,46287,2016-05-13,2016-05-15,2
7196,46290,2016-05-13,2016-05-20,7
7197,46292,2016-05-13,2016-05-19,6
7198,46294,2016-05-13,2016-05-28,15
7199,46295,2016-05-13,2016-06-28,46
7200,46296,2016-05-13,2016-06-08,26
7201,46297,2016-05-13,2016-06-08,26
7202,46298,2016-05-13,2016-06-03,21
7203,46299,2016-05-13,2016-06-03,21
7204,46301,2016-05-13,2016-07-01,49
7205,46303,2016-05-13,2016-05-27,14
7206,46306,2016-05-13,2016-05-27,14
7207,46307,2016-05-13,2016-05-24,11
7208,46310,2016-05-13,2016-06-03,21
7209,46312,2016-05-13,2016-06-03,21
7210,46313,2016-05-13,2016-05-27,14
7211,46315,2016-05-13,2016-05-25,12
7212,46316,2016-05-13,2016-05-28,15
